male,race_ethnicity,frpl,iep,ell,ever_alternative,ap_ever_take_class,math_ss,read_ss,pct_days_absent,gpa,scale_score_11_eng,scale_score_11_math,scale_score_11_read,scale_score_11_comp,hs_diploma
yes,White,yes,no,no,no,no,0.0,,27.950001,1.5066668,,,,,0
no,Multiple/Native American,no,no,no,no,no,59.0,73.0,6.3338122,2.595,16.0,18.0,18.0,18.0,1
no,White,no,no,no,yes,no,4.0,35.0,4.4708395,2.5114999,19.0,17.0,13.0,18.0,1
yes,White,no,no,no,no,yes,80.0,76.0,3.15113,3.5611,31.0,26.0,27.0,29.0,1
yes,White,yes,no,no,no,no,25.0,43.0,62.82692,1.3329999,,,,,1
no,White,yes,no,no,no,no,23.0,59.0,10.089286,1.428,30.0,22.0,24.0,28.0,1
no,White,yes,no,no,no,no,37.0,42.0,2.4727795,3.8162851,20.0,17.0,21.0,20.0,1
yes,White,no,no,no,no,no,75.0,64.0,3.5328572,3.0170002,22.0,28.0,28.0,25.0,1
yes,White,no,no,no,yes,yes,,,6.9282947,3.3913333,23.0,27.0,24.0,24.0,1
yes,White,no,no,no,no,no,63.0,54.0,2.992847,2.39588,18.0,17.0,20.0,20.0,1
no,White,yes,no,no,no,no,16.0,48.0,13.060606,2.28475,15.0,11.0,17.0,16.0,1
yes,White,no,no,no,no,no,59.0,37.0,5.3091168,2.3295,16.0,21.0,15.0,18.0,1
no,White,yes,no,no,no,no,18.0,43.0,13.767858,1.5712,15.0,15.0,21.0,18.0,0
no,White,yes,no,no,no,no,13.0,34.0,8.545845,2.6789999,14.0,15.0,14.0,14.0,1
no,White,yes,no,no,yes,no,46.0,45.0,18.381578,0.57099998,,,,,1
yes,African-American,yes,yes,no,no,no,46.0,39.0,3.2150996,3.7281499,10.0,17.0,16.0,14.0,1
yes,White,no,no,no,yes,no,60.0,53.0,30.701445,1.5832,21.0,22.0,24.0,22.0,0
no,White,no,no,no,yes,no,50.0,53.0,8.7447128,2.9895,20.0,16.0,23.0,19.0,0
yes,White,yes,no,no,no,no,37.0,38.0,7.0080385,2.4755001,20.0,17.0,19.0,17.0,1
no,Hispanic,no,no,no,no,no,,,5.3200002,3.3571,32.0,25.0,26.0,26.0,1
no,White,yes,no,no,no,no,48.0,43.0,14.470086,3.17275,,,,,0
no,White,yes,yes,no,no,no,0.0,31.0,13.161449,0.625,,,,,1
no,White,no,no,no,no,no,56.0,77.0,7.1171427,3.5125,21.0,16.0,21.0,20.0,1
no,Hispanic,no,no,no,yes,yes,21.0,37.0,6.6271191,1.84645,21.0,18.0,27.0,21.0,1
no,White,yes,no,no,no,no,31.0,43.0,6.3106384,3.119555,15.0,16.0,15.0,16.0,1
yes,White,yes,no,no,no,no,21.0,39.0,4.6834531,2.2820001,17.0,15.0,17.0,17.0,1
no,White,no,no,no,no,yes,53.0,76.0,1.8997135,3.2374001,31.0,23.0,29.0,26.0,1
yes,White,no,no,no,no,no,,,7.1298451,2.635,23.0,19.0,21.0,21.0,1
yes,White,yes,no,no,no,yes,44.0,63.0,1.026239,2.8752,24.0,20.0,27.0,22.0,1
yes,White,yes,no,no,no,no,46.0,41.0,1.6438746,2.0592499,19.0,16.0,14.0,16.0,1
yes,African-American,yes,no,no,yes,no,,,0.0,,12.0,15.0,11.0,14.0,1
yes,White,yes,no,no,yes,yes,70.0,49.0,5.036232,3.4075,29.0,24.0,19.0,27.0,1
no,White,no,no,no,no,yes,64.0,59.0,3.6389685,3.92875,33.0,35.0,29.0,34.0,1
yes,White,yes,no,no,no,yes,41.0,48.0,1.4824562,2.9695001,26.0,23.0,19.0,22.0,1
yes,White,no,no,no,no,no,21.0,43.0,2.4275255,2.3670449,13.0,8.0,15.0,13.0,1
no,White,yes,no,no,no,no,0.0,16.0,0.79632252,3.3203499,14.0,16.0,13.0,15.0,1
yes,White,yes,no,no,yes,yes,37.0,31.0,10.819743,2.4723001,20.0,16.0,21.0,19.0,1
yes,White,yes,yes,no,no,no,43.0,39.0,13.270269,2.9342501,12.0,14.0,11.0,12.0,1
yes,White,yes,yes,no,no,no,,,7.8869143,1.61912,11.0,15.0,15.0,13.0,1
yes,White,yes,no,no,yes,no,31.0,39.0,0.0,2.5,15.0,14.0,14.0,14.0,1
no,White,yes,no,no,no,no,10.0,32.0,9.2086334,1.72402,,,,,0
no,White,no,yes,no,no,no,0.0,32.0,2.7509434,2.8165002,,,,,0
yes,White,yes,no,no,yes,no,,,11.635628,2.1429999,,,,,0
yes,White,yes,no,no,yes,no,24.0,41.0,85.714287,1.176,,,,,0
yes,Multiple/Native American,no,no,no,no,no,,,5.5257144,2.1243,23.0,21.0,19.0,19.0,1
no,White,no,no,no,no,no,38.0,46.0,2.4629629,2.6234999,15.0,17.0,14.0,16.0,1
yes,White,no,no,no,yes,no,39.0,32.0,16.760189,1.2266667,,,,,0
no,,yes,yes,no,yes,no,0.0,51.0,14.650887,2.309,16.0,14.0,23.0,17.0,1
no,White,no,no,no,no,no,62.0,53.0,3.3299999,3.9138501,26.0,19.0,22.0,23.0,1
yes,African-American,yes,no,no,no,no,45.0,57.0,66.140495,0.29629999,,,,,0
no,African-American,yes,no,no,no,no,48.0,46.0,3.8213258,2.9645,21.0,19.0,23.0,20.0,1
yes,White,yes,no,no,yes,no,,10.0,14.913352,1.2,,,,,0
no,White,no,no,no,no,no,,,3.7509806,2.6666667,,,,,1
no,White,no,no,no,no,yes,,,4.8828573,3.9175,29.0,23.0,32.0,27.0,1
yes,White,no,no,no,no,no,,,9.4081631,0.52999997,,,,,0
no,White,no,no,no,no,no,48.0,52.0,4.2614942,3.0643499,18.0,16.0,23.0,19.0,1
yes,White,yes,no,no,no,no,21.0,25.0,4.9518719,2.50875,7.0,15.0,12.0,12.0,1
no,African-American,no,no,no,no,no,52.0,49.0,1.8642857,2.4892001,,,,,0
no,White,no,no,no,no,no,70.0,77.0,3.6248217,3.8965001,32.0,33.0,32.0,34.0,1
yes,White,no,no,no,no,no,43.0,34.0,4.9844151,2.346,20.0,21.0,19.0,19.0,1
no,White,no,no,no,no,no,80.0,80.0,5.6671424,3.2606502,27.0,21.0,27.0,23.0,1
no,African-American,yes,no,no,yes,no,78.0,59.0,32.669933,3.3572299,20.0,22.0,22.0,21.0,1
yes,White,yes,no,no,no,no,,,4.7019777,2.7058349,14.0,17.0,11.0,15.0,1
yes,White,yes,no,no,no,no,67.0,53.0,8.0260115,4.0,35.0,28.0,31.0,31.0,1
no,White,yes,no,no,no,no,34.0,49.0,14.646889,2.5387502,8.0,14.0,10.0,12.0,1
yes,White,yes,no,no,yes,no,21.0,31.0,6.7460546,0.95833504,,,,,0
no,White,yes,no,no,no,no,44.0,30.0,12.552511,2.786,16.0,21.0,18.0,17.0,1
yes,White,yes,no,no,no,no,48.0,48.0,3.103245,2.9119999,8.0,18.0,11.0,12.0,1
no,,yes,no,no,no,no,41.0,45.0,0.65999997,1.89485,,,,,1
yes,White,,no,no,yes,no,,,0.0,3.6210001,,,,,0
yes,African-American,yes,no,no,no,yes,40.0,47.0,2.5348506,3.0,16.0,18.0,13.0,15.0,1
no,Hispanic,yes,no,no,no,no,,,15.090387,2.3870666,23.0,21.0,27.0,23.0,0
no,White,yes,no,no,no,no,,,9.2146893,2.8765001,11.0,14.0,12.0,12.0,1
yes,White,no,no,no,no,no,51.0,47.0,1.1057143,3.0304999,19.0,20.0,25.0,20.0,1
yes,White,yes,no,no,no,yes,75.0,80.0,19.895735,2.1721001,27.0,31.0,24.0,27.0,1
no,White,no,no,no,no,yes,42.0,42.0,1.0984308,3.602,25.0,21.0,22.0,23.0,1
yes,African-American,yes,no,no,no,no,27.0,47.0,6.8642855,1.8547001,14.0,14.0,16.0,14.0,1
no,White,yes,no,no,no,no,14.0,35.0,3.2455089,2.5510001,19.0,14.0,17.0,19.0,1
yes,African-American,yes,no,no,yes,no,,,4.75,2.7119501,15.0,17.0,16.0,16.0,1
no,White,no,no,no,no,yes,73.0,48.0,2.6950145,2.4815001,18.0,21.0,18.0,20.0,1
yes,African-American,no,no,no,no,no,32.0,40.0,1.1471428,3.0890999,24.0,15.0,17.0,19.0,1
no,White,yes,no,no,no,no,18.0,54.0,7.4869189,2.467,15.0,15.0,15.0,16.0,1
no,White,no,no,no,no,yes,80.0,80.0,3.0699999,3.9015,31.0,25.0,27.0,28.0,1
yes,Hispanic,yes,no,yes,no,no,,,5.4785714,2.6215,11.0,15.0,12.0,13.0,1
yes,White,no,no,no,no,no,64.0,50.0,4.0057802,1.7321999,21.0,21.0,27.0,22.0,1
yes,African-American,yes,no,no,no,no,31.0,59.0,3.9380283,3.5,22.0,32.0,22.0,25.0,1
no,White,yes,no,no,no,no,40.0,50.0,4.8037519,2.595,14.0,20.0,14.0,15.0,1
no,White,no,no,no,no,no,72.0,80.0,0.66142857,3.5044999,34.0,27.0,29.0,30.0,1
yes,White,no,no,no,yes,yes,,,5.2988334,3.303,18.0,22.0,18.0,21.0,1
no,White,no,no,no,no,no,72.0,80.0,2.1514285,2.6870999,23.0,24.0,27.0,24.0,1
yes,White,no,no,no,no,no,38.0,56.0,8.2913046,2.4194999,20.0,15.0,19.0,18.0,1
yes,Hispanic,yes,no,no,no,no,32.0,35.0,32.597458,2.8460999,14.0,15.0,15.0,15.0,1
no,White,yes,no,no,no,no,0.0,,11.92,2.973,26.0,17.0,22.0,21.0,1
yes,White,yes,yes,no,no,no,,26.0,6.3423734,2.29054,10.0,15.0,16.0,13.0,1
yes,White,yes,yes,no,yes,no,18.0,41.0,4.2403698,2.6705,11.0,12.0,6.0,11.0,1
no,White,yes,no,no,yes,yes,37.0,56.0,5.9429827,3.0651002,22.0,17.0,22.0,19.0,1
yes,White,yes,no,no,no,no,62.0,75.0,10.757834,,,,,,0
yes,White,yes,no,no,no,no,,,2.1136692,1.7650001,,,,,0
yes,White,yes,no,no,no,no,46.0,48.0,3.0930233,3.03,13.0,19.0,14.0,17.0,1
yes,White,no,no,no,yes,no,74.0,70.0,5.0,2.9939001,,,,,0
yes,African-American,yes,no,no,yes,no,,,7.2603774,2.0940499,8.0,15.0,11.0,13.0,1
yes,White,yes,no,no,no,no,63.0,44.0,5.1555233,3.6929998,19.0,22.0,17.0,19.0,1
no,White,yes,no,no,yes,yes,70.0,69.0,17.792454,2.1696649,21.0,23.0,20.0,21.0,1
yes,White,yes,no,no,yes,no,52.0,78.0,18.25,1.01124,23.0,21.0,25.0,22.0,1
yes,White,yes,no,no,yes,no,62.0,50.0,11.898754,1.97332,20.0,18.0,22.0,20.0,1
no,White,,no,no,yes,no,,,1.9291101,2.2080002,11.0,15.0,17.0,14.0,0
no,White,yes,no,no,yes,no,42.0,62.0,9.8448286,2.0599999,15.0,16.0,12.0,15.0,1
no,White,no,no,no,no,no,,,6.2370691,2.77142,14.0,15.0,21.0,16.0,1
yes,White,yes,no,no,no,yes,52.0,51.0,4.4606581,2.5853601,21.0,18.0,24.0,21.0,1
yes,White,no,no,no,no,no,,,3.7553043,3.467,26.0,31.0,19.0,27.0,1
yes,White,yes,no,no,yes,no,,22.0,38.299999,0.82533336,,,,,0
yes,White,yes,no,no,yes,no,56.0,66.0,11.09389,3.348,19.0,17.0,17.0,18.0,1
no,White,yes,no,no,no,no,38.0,17.0,11.092106,2.263,10.0,13.0,15.0,14.0,1
yes,White,no,no,no,yes,no,22.0,7.0,14.461988,2.1624999,10.0,16.0,12.0,14.0,1
no,White,no,no,no,no,yes,46.0,67.0,1.2038834,3.9514999,24.0,25.0,20.0,21.0,1
no,African-American,yes,no,no,no,yes,47.0,55.0,3.0071428,3.49,23.0,18.0,26.0,22.0,1
no,White,no,no,no,no,no,37.0,80.0,0.0227596,3.497,20.0,23.0,29.0,24.0,1
no,White,yes,no,no,no,no,27.0,65.0,9.2150068,2.8927598,20.0,15.0,27.0,20.0,1
no,African-American,yes,no,no,no,yes,45.0,61.0,1.6758721,3.7739999,27.0,25.0,32.0,26.0,1
no,White,no,no,no,yes,no,60.0,61.0,2.6428573,2.8070002,20.0,19.0,23.0,21.0,1
no,African-American,no,no,no,no,yes,61.0,64.0,8.6723652,3.368,19.0,24.0,24.0,22.0,1
yes,Multiple/Native American,yes,no,no,no,yes,80.0,80.0,6.859468,3.3699999,24.0,16.0,27.0,23.0,1
yes,Asian/Pacific Islander,no,no,no,no,no,,,54.125,0.3488,,,,,0
yes,White,yes,no,no,yes,no,0.0,,12.267994,1.217,,,,,0
yes,White,yes,no,no,no,no,,,4.3060346,1.7916666,,,,,1
yes,White,yes,yes,no,yes,no,58.0,80.0,9.4705038,2.3603702,26.0,16.0,23.0,23.0,1
no,White,no,no,no,no,yes,39.0,44.0,1.3790665,2.3833001,17.0,19.0,19.0,19.0,1
yes,White,yes,yes,no,yes,no,50.0,45.0,5.0615168,3.4749901,21.0,22.0,15.0,19.0,1
yes,White,no,no,no,yes,no,45.0,31.0,4.2624521,1.4935,21.0,19.0,28.0,22.0,1
no,White,yes,no,no,no,yes,66.0,57.0,5.7376094,3.026,20.0,19.0,22.0,20.0,1
no,White,yes,no,no,yes,no,51.0,49.0,14.9,2.4400001,,,,,1
no,White,no,no,no,yes,no,37.0,61.0,4.8167615,2.6795001,21.0,16.0,27.0,22.0,1
yes,White,yes,yes,no,no,no,56.0,34.0,7.166667,2.4200001,14.0,22.0,16.0,17.0,1
no,White,yes,no,no,yes,yes,0.0,,2.7650428,3.1819,19.0,16.0,22.0,20.0,1
yes,White,yes,no,no,yes,no,16.0,28.0,40.226177,2.5452499,16.0,14.0,13.0,16.0,1
no,White,no,no,no,yes,no,61.0,61.0,2.6205423,3.9384999,22.0,25.0,24.0,23.0,1
no,African-American,yes,no,no,no,no,,17.0,8.0449171,1.125,,,,,0
no,White,no,no,no,no,no,47.0,54.0,4.5314569,2.7810001,14.0,15.0,22.0,18.0,1
no,White,yes,no,no,no,no,28.0,44.0,3.8424153,1.824,11.0,15.0,21.0,15.0,1
no,African-American,yes,no,no,yes,no,,,8.9888477,2.3199999,,,,,0
no,White,yes,no,no,no,yes,75.0,73.0,7.425684,3.98125,25.0,24.0,22.0,22.0,1
no,White,no,no,no,no,yes,66.0,80.0,5.5057635,3.87555,27.0,24.0,24.0,24.0,1
no,White,yes,no,no,no,no,77.0,78.0,4.275321,2.9045,27.0,28.0,27.0,28.0,1
yes,White,no,no,no,no,no,66.0,46.0,3.7963226,3.5599999,30.0,30.0,32.0,31.0,1
yes,White,yes,no,no,no,no,39.0,52.0,3.0341394,2.6332998,18.0,19.0,16.0,18.0,1
yes,African-American,yes,no,no,no,no,,,7.0270267,2.3855,15.0,19.0,18.0,17.0,1
no,White,yes,no,no,no,no,0.0,,11.10219,2.2245002,15.0,16.0,15.0,16.0,1
yes,African-American,yes,no,no,yes,no,,,40.226818,0.30559999,,,,,0
no,White,no,no,no,no,no,43.0,54.0,1.748924,2.6428599,15.0,15.0,25.0,18.0,1
yes,White,yes,no,no,yes,no,,,23.105881,,,,,,0
no,African-American,yes,no,no,no,no,26.0,34.0,2.4714284,3.1459999,23.0,19.0,18.0,21.0,1
yes,White,no,no,no,no,no,66.0,57.0,2.8799999,3.6849999,16.0,26.0,26.0,22.0,1
no,White,no,no,no,no,yes,80.0,80.0,3.5248935,3.75,24.0,24.0,24.0,24.0,1
yes,African-American,yes,yes,no,yes,no,,28.0,45.836731,1.5089999,10.0,14.0,14.0,14.0,1
yes,White,yes,no,no,yes,no,32.0,39.0,2.1129849,2.6666701,18.0,16.0,17.0,17.0,1
no,White,yes,no,no,no,no,56.0,60.0,1.0388639,3.3515,23.0,17.0,19.0,20.0,1
yes,White,no,no,no,no,yes,78.0,48.0,2.8751795,3.2218299,32.0,22.0,29.0,28.0,1
yes,African-American,yes,no,no,no,no,37.0,42.0,3.8402283,3.0176501,20.0,17.0,20.0,17.0,1
yes,African-American,yes,no,no,no,no,14.0,18.0,6.3366337,2.1589999,12.0,15.0,11.0,12.0,1
no,White,no,no,no,no,yes,74.0,78.0,5.4484305,3.86605,21.0,22.0,21.0,20.0,1
no,African-American,yes,no,no,no,no,16.0,27.0,13.710214,3.2902999,8.0,15.0,6.0,12.0,1
no,White,no,no,no,no,no,80.0,66.0,2.8230214,3.7684999,27.0,20.0,25.0,24.0,1
yes,African-American,no,no,no,yes,no,,,0.0,,,,,,0
no,Hispanic,yes,no,no,no,no,49.0,54.0,7.6321239,2.2574999,15.0,16.0,15.0,15.0,1
no,White,yes,yes,no,no,no,5.0,38.0,20.955658,1.55925,9.0,16.0,15.0,14.0,1
yes,White,yes,no,no,no,yes,44.0,45.0,3.028409,3.0675001,20.0,17.0,19.0,17.0,1
no,African-American,yes,no,no,no,no,18.0,31.0,0.92285717,2.0102,19.0,17.0,17.0,19.0,1
no,White,yes,no,no,no,no,45.0,80.0,3.7510917,3.6110001,21.0,16.0,22.0,21.0,1
no,Hispanic,yes,no,no,no,no,62.0,74.0,0.37847224,3.6905,20.0,21.0,18.0,19.0,1
yes,African-American,no,no,no,no,yes,51.0,47.0,1.7740114,2.7380199,27.0,23.0,28.0,25.0,1
no,,yes,no,no,no,no,58.0,80.0,18.823835,2.132,,,,,0
yes,White,no,no,no,no,yes,62.0,48.0,8.2942905,2.5608201,24.0,23.0,27.0,26.0,1
yes,White,no,no,no,yes,no,16.0,19.0,6.2104478,2.4394999,7.0,14.0,12.0,12.0,1
yes,White,no,no,no,no,no,80.0,69.0,0.83261186,3.7455001,23.0,26.0,25.0,23.0,1
yes,White,no,no,no,no,no,22.0,16.0,0.0,1.762,11.0,15.0,12.0,13.0,1
yes,African-American,no,no,no,no,no,48.0,57.0,4.7214284,3.6483998,35.0,25.0,30.0,29.0,1
no,African-American,yes,no,no,no,no,16.0,33.0,10.63198,2.0089998,,,,,0
no,White,yes,no,no,no,no,,27.0,10.096405,1.0,,,,,1
no,White,no,no,no,yes,no,10.0,32.0,5.8378763,1.689925,8.0,16.0,15.0,15.0,1
yes,Asian/Pacific Islander,yes,no,no,no,no,41.0,32.0,10.608757,1.8421,7.0,16.0,12.0,12.0,1
yes,White,yes,no,no,no,no,37.0,52.0,0.32999998,1.63905,,,,,0
no,White,no,no,no,no,yes,56.0,48.0,2.1749644,3.2420001,32.0,24.0,29.0,27.0,1
yes,White,yes,no,no,no,yes,32.0,51.0,6.3498545,3.18065,18.0,23.0,20.0,20.0,1
no,Hispanic,yes,no,yes,no,no,21.0,26.0,19.723076,0.0625,,,,,0
no,African-American,yes,no,no,no,no,18.0,32.0,3.6947217,3.533,13.0,16.0,19.0,16.0,1
no,White,yes,no,no,no,no,49.0,68.0,2.2023635,3.2395,18.0,18.0,16.0,18.0,1
yes,White,no,no,no,no,no,39.0,49.0,3.875731,2.5310001,23.0,18.0,25.0,22.0,1
yes,White,yes,no,no,no,no,46.0,50.0,9.0129128,1.233,15.0,18.0,15.0,16.0,1
yes,White,no,yes,no,no,no,,,1.9322766,3.895,,,,,1
yes,White,yes,no,no,yes,no,0.0,,2.8142858,3.3208666,,,,,0
no,White,no,no,no,no,no,,,3.1714287,2.8299999,10.0,13.0,14.0,14.0,1
yes,White,yes,no,no,yes,no,19.0,36.0,23.039215,0.0,,,,,0
yes,White,yes,no,no,no,no,31.0,45.0,16.261364,2.1736,20.0,16.0,21.0,18.0,1
yes,White,no,no,no,no,no,62.0,50.0,0.79914534,3.488625,18.0,23.0,20.0,21.0,1
yes,White,no,no,no,yes,no,56.0,29.0,4.8277946,3.2909999,25.0,26.0,23.0,25.0,1
no,White,yes,yes,no,yes,no,0.0,19.0,12.220651,2.3400002,9.0,16.0,8.0,12.0,1
yes,White,no,no,no,no,yes,43.0,53.0,2.8939829,3.47,25.0,22.0,26.0,23.0,1
no,White,no,no,no,yes,yes,47.0,56.0,6.5278964,3.1987,22.0,22.0,25.0,23.0,1
no,White,yes,no,no,no,no,35.0,58.0,39.938889,1.4138666,9.0,16.0,20.0,15.0,0
yes,White,yes,no,no,no,no,38.0,35.0,2.5714288,2.4117999,,,,,0
no,White,no,no,no,no,no,80.0,80.0,2.5677602,3.9549999,30.0,30.0,36.0,33.0,1
yes,White,no,no,no,no,no,33.0,45.0,8.9619713,1.8675001,12.0,16.0,16.0,15.0,1
no,White,no,no,no,yes,yes,80.0,69.0,2.9604518,3.7263999,23.0,28.0,17.0,21.0,1
yes,Hispanic,yes,no,yes,no,no,0.0,,7.9668508,2.1333001,,,,,0
yes,African-American,yes,no,no,no,no,60.0,55.0,3.4721825,3.0149002,13.0,21.0,14.0,13.0,1
yes,White,no,no,no,no,no,35.0,40.0,6.2485719,1.6736,,,,,0
no,White,yes,no,no,no,yes,43.0,58.0,4.8040061,2.7691333,16.0,15.0,13.0,13.0,1
no,African-American,yes,no,no,no,no,22.0,39.0,0.58142859,2.5523,15.0,16.0,12.0,14.0,1
yes,White,yes,no,no,no,no,,,3.6813509,3.8239999,,,,,1
no,White,yes,no,no,yes,no,33.0,47.0,7.682857,2.891,16.0,14.0,14.0,15.0,1
yes,White,no,no,no,no,yes,55.0,39.0,2.394068,3.1715,21.0,23.0,22.0,21.0,1
yes,White,yes,no,no,no,no,28.0,53.0,7.6085105,1.94013,11.0,15.0,13.0,14.0,1
yes,White,no,no,no,no,no,43.0,53.0,0.29741383,2.8344998,25.0,22.0,27.0,22.0,1
no,Hispanic,no,no,no,no,yes,80.0,63.0,2.913475,3.5855,25.0,22.0,19.0,22.0,1
no,Hispanic,yes,no,no,no,no,,,1.0709677,3.2049999,18.0,18.0,18.0,19.0,1
yes,African-American,no,no,no,no,yes,63.0,57.0,2.7251799,3.5294499,20.0,20.0,19.0,20.0,1
no,White,yes,no,no,no,no,16.0,45.0,8.4912891,3.8902001,18.0,21.0,15.0,17.0,1
no,White,yes,yes,no,no,no,55.0,52.0,2.2028573,2.52565,22.0,17.0,23.0,22.0,1
no,White,no,no,no,yes,no,50.0,42.0,3.2474377,3.27321,15.0,17.0,19.0,16.0,1
no,Asian/Pacific Islander,no,no,no,no,no,61.0,51.0,11.590327,3.0567,18.0,24.0,18.0,20.0,1
yes,Hispanic,yes,no,yes,no,no,48.0,39.0,1.7931526,3.1721601,21.0,21.0,27.0,24.0,1
yes,White,no,no,no,no,no,66.0,68.0,6.3276834,2.1989999,18.0,26.0,22.0,23.0,1
no,White,no,yes,no,no,no,13.0,48.0,3.571223,2.099,11.0,14.0,18.0,16.0,1
no,White,no,no,no,no,yes,75.0,80.0,3.5887575,4.0,35.0,23.0,34.0,29.0,1
yes,White,yes,no,no,no,yes,24.0,23.0,3.2621849,2.0167949,11.0,16.0,14.0,16.0,1
no,White,yes,no,no,no,no,46.0,59.0,12.783037,2.4169002,18.0,15.0,20.0,17.0,1
no,White,yes,no,no,no,yes,63.0,64.0,5.6906781,3.3508,30.0,18.0,26.0,25.0,1
yes,White,yes,no,no,no,no,46.0,54.0,3.1292613,3.1865001,20.0,17.0,21.0,18.0,1
no,White,yes,yes,no,no,no,35.0,54.0,7.2005734,2.9755001,8.0,14.0,19.0,15.0,1
yes,White,no,no,no,no,no,12.0,25.0,6.8319087,2.9474499,15.0,17.0,18.0,17.0,1
no,White,yes,no,no,no,no,55.0,54.0,2.3968256,3.3525,26.0,25.0,25.0,25.0,1
yes,White,yes,no,no,no,no,0.0,,3.0526314,1.9915,8.0,14.0,13.0,12.0,1
yes,White,yes,no,no,yes,no,29.0,43.0,7.5412426,2.2409999,11.0,18.0,15.0,14.0,1
yes,White,no,no,no,no,no,9.0,4.0,3.3048434,2.576,9.0,16.0,12.0,14.0,1
yes,African-American,no,no,no,no,no,46.0,43.0,3.10745,3.0395,,,,,0
yes,White,yes,yes,no,no,no,25.0,35.0,6.6055312,2.6577501,12.0,14.0,12.0,15.0,1
no,African-American,no,no,no,yes,no,26.0,68.0,13.628388,2.19015,14.0,17.0,12.0,15.0,0
no,,no,no,no,yes,yes,,,3.4384165,2.1789999,12.0,16.0,15.0,15.0,1
yes,White,no,no,no,no,yes,74.0,53.0,0.48652482,3.299,28.0,25.0,21.0,26.0,1
yes,White,no,no,no,no,no,69.0,68.0,3.5928056,3.0244999,17.0,17.0,22.0,19.0,1
no,White,yes,no,no,yes,no,29.0,62.0,2.980597,1.99905,20.0,15.0,20.0,17.0,1
yes,White,no,no,no,no,yes,,,5.932961,2.5655,35.0,27.0,31.0,30.0,1
no,White,yes,no,no,yes,no,8.0,43.0,8.0774851,2.0444999,8.0,15.0,14.0,13.0,1
no,White,no,no,no,no,yes,31.0,36.0,0.41431263,2.0695,16.0,16.0,15.0,16.0,1
no,African-American,yes,yes,no,no,no,46.0,30.0,4.1014285,2.0799499,15.0,16.0,11.0,13.0,1
yes,White,no,no,no,no,no,37.0,44.0,6.8644795,2.9549999,12.0,17.0,13.0,16.0,1
no,White,yes,no,no,no,no,80.0,80.0,9.3978872,3.7047501,24.0,22.0,25.0,24.0,1
no,White,yes,yes,no,no,no,79.0,51.0,2.5245903,2.1010001,8.0,15.0,15.0,14.0,1
no,White,yes,no,no,no,no,41.0,39.0,4.1384182,3.6598601,14.0,13.0,11.0,13.0,1
no,White,yes,no,no,no,no,0.0,,13.440629,1.73625,,,,,0
no,African-American,yes,no,no,no,no,,,7.2982955,2.9632001,,,,,1
yes,White,yes,no,no,yes,no,14.0,21.0,30.5,0.80666667,,,,,0
no,White,yes,no,no,no,no,38.0,41.0,28.44301,1.3726667,11.0,16.0,15.0,13.0,1
yes,White,yes,yes,no,yes,no,30.0,39.0,9.1460314,1.628,,,,,1
yes,White,no,no,no,no,no,,,10.280374,0.98360002,,,,,0
yes,Multiple/Native American,yes,no,no,no,no,65.0,63.0,10.886202,1.1273999,23.0,25.0,24.0,24.0,0
no,Hispanic,yes,no,yes,yes,no,27.0,42.0,12.252511,1.881875,10.0,17.0,16.0,15.0,1
no,White,yes,no,no,no,no,35.0,59.0,6.9400859,3.053,17.0,16.0,14.0,16.0,1
yes,White,yes,no,no,yes,no,65.0,48.0,0.9410072,2.87098,17.0,16.0,18.0,18.0,1
yes,White,yes,yes,no,no,no,0.0,19.0,4.4352942,1.8389467,17.0,14.0,14.0,16.0,1
no,White,no,no,no,no,no,19.0,53.0,6.8706398,2.6842,13.0,15.0,14.0,15.0,1
no,White,no,no,no,no,no,16.0,39.0,4.8437052,3.6206498,14.0,19.0,11.0,14.0,1
yes,White,no,no,no,no,yes,70.0,69.0,0.0,3.4165001,25.0,25.0,20.0,25.0,1
yes,White,yes,no,no,no,no,0.0,,9.4739885,1.9184999,,,,,0
no,White,yes,no,no,no,no,25.0,42.0,1.5258493,3.2145,16.0,16.0,19.0,17.0,1
yes,White,yes,yes,no,no,no,35.0,21.0,37.839832,0.125,,,,,0
yes,White,yes,yes,no,no,no,,16.0,9.2845526,1.6865001,8.0,13.0,13.0,12.0,1
no,White,no,no,no,no,yes,30.0,52.0,0.0,3.7335,35.0,26.0,33.0,29.0,1
no,African-American,yes,no,no,yes,no,,,12.687035,2.2204032,,,,,1
no,White,yes,no,no,no,no,58.0,70.0,2.2156572,3.9656999,23.0,27.0,23.0,21.0,1
no,White,yes,no,no,no,no,35.0,30.0,6.4742856,2.59075,15.0,16.0,18.0,17.0,1
no,African-American,yes,yes,no,no,no,0.0,,11.098334,2.4300001,12.0,15.0,14.0,13.0,1
no,White,no,no,no,no,yes,49.0,61.0,0.99572647,2.8150001,22.0,18.0,22.0,21.0,1
no,White,yes,no,no,no,yes,38.0,64.0,15.439416,2.6775,19.0,23.0,11.0,20.0,1
no,African-American,yes,no,no,no,no,48.0,55.0,2.9757142,3.5783,27.0,33.0,31.0,31.0,1
no,White,yes,no,no,no,no,38.0,35.0,6.1214285,1.2328,17.0,15.0,21.0,17.0,1
yes,White,yes,no,no,no,no,22.0,37.0,0.66228068,2.32967,16.0,15.0,15.0,16.0,1
